ID,question,answer,category,type,points
1753,"Richard Strauss komponierte die in Wien spielende Oper ""Der Rosen-...""?","Kavalier, Der Rosenkavalier",,,
1754,In welchem Jahrzehnt war Roman Herzog Bundespräsident?,1990er-Jahre,,,
1755,Welcher Trainer der deutschen Fußballnationalmannschaft wurde 1915 in Dresden geboren?,Helmut Schön,,,
1756,Welcher Milo wurde 2013 zum tschechischen Präsidenten gewählt?,Zeman,,,
1757,"Mit wie vielen ""H"" schreibt man das Wort ""empfehlen""?",1,,,
1758,In welchem Land befindet sich das Stammkloster der Shaolin-Mönche?,"China, Volksrepublik China",,,
1759,Welchen Gasplaneten umkreist der Mond Rhea?,Saturn,,,
1760,"Im Naturhistorischen Museum welcher Hauptstadt können Kunstliebhaber die ""Venus von Willendorf"" bestaunen?",Wien,,,
1761,"Welches Spielgerät gibt beim ""Mensch ärgere dich nicht"" vor, wie viele Felder man ziehen darf?",Würfel,,,
1762,Welche Biene ist die Stockmutter im Bienenstock?,"(Bienen-)Königin, Weisel",,,
1763,"""Ich bin nicht Stiller"" lautet der Anfang eines Romans welches Schweizer Autors?",Max Frisch,,,
1764,An welchem thüringischen Autobahnkreuz treffen sich die A4 und A71?,Erfurt,,,
1765,"Eckart von Hirschhausen moderiert seit 2010 die ARD-Sendung ""Frag doch mal die ...""?",Maus,,,
1766,"Wie heißt bei uns die französische Insel ""la Corse""?",Korsika,,,
1767,"Welches Goethe-Drama beginnt mit dem ""Vorspiel auf dem Theater""?","Faust I, Faust,  Faust. Der Tragödie erster Teil",,,
1768,Welche Mathilde war mit Heinrich IV. verwandt und vermittelte zwischen dem Kaiser und Papst Gregor VII.?,"Mathilde von Tuszien, Mathilde von Canossa",,,
1769,Was fängt in einem klassischen Staubsauger den Schmutz auf?,"Beutel, Staubbeutel, Staubsaugerbeutel",,,
1770,Wie heißt die mit rund 77.000 Einwohnern bevölkerungsreichste deutsche Insel?,Rügen,,,
1771,Aus welchem Land stammt das Ciabatta-Brot?,Italien,,,
1772,Welche Tiere nehmen am längsten Schlittenrennen der Welt in Alaska teil?,"Hunde, Huskys, (Alaskan) Malamutes, Grönlandhunde",,,
1773,Wie hieß die österreichische Schriftstellerin Bachmann mit Vornamen?,Ingeborg,,,
1774,"""Die Anbetung des Lamm Gottes"" lautet der volle Titel welches im Jahr 1432 enthüllten Flügelaltars?",Genter Altar,,,
1775,Welches Röschen ist ein Ballett zur Musik von Peter Tschaikowski?,Dornröschen,,,
1776,In welchem Jahrzehnt war Kurt Georg Kiesinger Bundeskanzler?,1960er-Jahre,,,
1777,"In Anerkennung seines harten Schusses wurde welcher Spieler des VfB Stuttgart ""Knallgöwer"" genannt?",Karl Allgöwer,,,
1778,Welcher Paul war der erste Alterspräsident des Deutschen Bundestages?,Löbe,,,
1779,"Mit wie vielen ""S"" schreibt man das Wort ""Rhythmus""?",1,,,
1780,"In welchem Land wird einem am Ende der Pilgerreise die Urkunde ""La Compostela"" überreicht?",Spanien,,,
1781,Welchen Gasplaneten umkreist der Mond Io?,Jupiter,,,
1782,Das Geburtshaus des Malers und Grafikers Otto Dix steht in welcher ostdeutschen Stadt?,Gera,,,
1783,"Welches Brettspiel wird auch als das ""königliche Spiel"" bezeichnet?",Schach,,,
1784,Was für ein Tier ist der Bonobo?,"(Menschen-)Affe , (Zwerg-)Schimpanse, Primat",,,
1785,Brynjolf Bjarme war das Pseudonym welches norwegischen Schriftstellers?,Henrik Ibsen,,,
1786,Parallel zu welchem Fluss verläuft über hunderte Kilometer die A5?,Rhein,,,
1787,"Der Jazz-Saxofonist Klaus Doldinger komponierte die Titelmelodie der ZDF-Krimiserie ""Ein Fall für ...""?",zwei,,,
1788,"Wie lautet der deutsche Name der südfranzösischen Stadt ""Nice""?",Nizza,,,
1789,In welchem Goethe-Roman sind Albert und Lotte Teil einer Dreiecksbeziehung?,Die Leiden des jungen Werther,,,
1790,"Welcher 1640 geborene Habsburger und Herrscher Österreichs wird auch als ""Barockkaiser"" bezeichnet?","Leopold I., Kaiser Leopold I.",,,
1791,Nach welchem Vogel sind die traditionellen Wanduhren aus dem Schwarzwald benannt?,Kuckuck,,,
1792,Welche Sporthose wird auch gerne zum Entspannen auf dem Sofa getragen?,"Jogginghose, Trainingshose",,,
1793,Welche Farbe hat das Halstuch von Lucky Luke?,Rot,,,
1794,Welches afrikanische Land ist ein Anagramm der peruanischen Hauptstadt Lima?,Mali,,,
1795,"Welcher Engländer entdeckte 1666, dass weißes Licht aus der Summe aller Spektralfarben besteht?",(Sir Isaac) Newton,,,
1796,In welcher Jahreszeit beginnt das Märchen vom Schneewittchen?,Winter,,,
1797,Mit welchem W-Wort mit drei Buchstaben fragt man im Nominativ nach Personen?,Wer,,,
1798,Durch die drei Arteriae cerebri fließt Blut direkt vom Herz zu welchem Organ?,"Gehirn, Hirn",,,
1799,"Welches ist das bislang einzige Land, in dessen Hauptstadt Olympische Winterspiele ausgetragen wurden?",Norwegen,,,
1800,"Mit wie vielen Buchstaben schreibt man das Wort ""Clan""?",4,,,
1801,"Herbert Grönemeyer singt: ""Männer nehmen in den Arm, Männer geben ...""?",Geborgenheit,,,
1802,In welchem Land endet die Einhand-Segelregatta Vendée Globe?,Frankreich,,,
1803,Welcher bedeutende deutsche Schriftsteller starb 1837 mit nur 23 Jahren?,Georg Büchner,,,
1804,Aus welchem Land stammt die Schauspielerin Isabelle Huppert?,Frankreich,,,
1805,"Was ist laut verschiedenen Redensarten kein Honiglecken, kein Zuckerschlecken und auch kein Wunschkonzert?",Leben,,,
1806,Carsten Schneider wurde 2017 Erster Parlamentarischer Geschäftsführer welcher Partei im Bundestag?,"SPD, Sozialdemokratische Partei Deutschlands",,,
1807,In welchem Jahr vor Christus erleben die Comic-Figuren Obelix und Idefix ihre Abenteuer?,50 (vor Christus),,,
1808,Das Fleisch welches Tieres wird bei einem Holzfällersteak auf den Grill gelegt?,"Schwein, Schweinefleisch",,,
1809,"Welcher brasilianische Fußballstar wurde ""O Fenômeno"" - das Phänomen - genannt?","Ronaldo, Ronaldo Luís Nazário de Lima",,,
1810,"Der Name welches US-Bundesstaates beginnt mit ""West""?",West Virginia,,,
1811,"Wie lautet der Superlativ von ""bald""?",Am ehesten,,,
1812,Aus welchem Land stammte die 2020 verstorbene Schauspielerin Sonja Ziemann?,Deutschland,,,
1813,In welcher Stadt gründete Walter Gropius 1919 die Kunstschule Staatliches Bauhaus?,Weimar,,,
1814,Was für ein Hemd verbindet man mit einer Pazifikinsel und Jürgen von der Lippe?,Hawaii-Hemd,,,
1815,Welche Farbe hat die Hose von Pumuckl?,Grün,,,
1816,"Welche europäische Hauptstadt ist ein Anagramm des Wortes ""Bargeld""?",Belgrad,,,
1817,"Wie lautet der Nachname von Vater und Sohn, die 1915 gemeinsam den Physik-Nobelpreis erhielten?",Bragg,,,
1818,In welchem Märchen der Brüder Grimm wird eine Hexe verbrannt?,Hänsel und Gretel,,,
1819,Mit welchem W-Wort mit drei Buchstaben fragt man im Nominativ nach Sachen?,Was,,,
1820,Durch die Arteria pulmonalis fließt Blut direkt vom Herz zu welchem Organ?,Lunge,,,
1821,"Welches war das erste Land, in dem Olympische Sommerspiele in der Hauptstadt ausgetragen wurden?",Griechenland,,,
1822,"Mit wie vielen Buchstaben schreibt man das Wort ""Prise""?",5,,,
1823,"Ein Charterfolg aus dem Jahr 1978 von La Bionda heißt ""One For You, ...""?",One For Me,,,
1824,In welchem Land startet die Einhand-Segelregatta Vendée Globe?,Frankreich,,,
1825,Welche britische Autorin steckt hinter dem Pseudonym Newt Scamander?,Joanne K. Rowling,,,
1826,Aus welchem Land stammte der Filmstar und Synchronsprecher Claus Biederstaedt?,Deutschland,,,
1827,"Verständnisvolle Zeitgenossen wissen: Jugendliche ecken an, weil sie sich was abstoßen müssen?",Hörner,,,
1828,Für welche Partei sitzt Konstantin von Notz im Deutschen Bundestag?,"Bündnis 90/Die Grünen, Die Grünen",,,
1829,"In welchem Comic-Magazin erschienen in den 70er-Jahren die Serien ""Michel Vaillant"" und ""Leutnant Blueberry""?",Zack,,,
1830,"Steht in Backrezepten einfach nur die Zutat Mehl, ist meistens welche Sorte gemeint?","Weizenmehl, Type 405",,,
1831,"Welche deutsche Mittel- und Langstreckenläuferin wird ""Koko"" genannt?",Konstanze Klosterhalfen,,,
1832,"Der Name welches US-Bundesstaats enthält als einziger das Wort ""Island""?",Rhode Island,,,
1833,"Wie lautet der Komparativ von ""bald""?",Eher,,,
1834,Aus welchem Land stammt der Schauspieler und Chansonnier Jacques Dutronc?,Frankreich,,,
1835,Der Marienplatz welcher Stadt ist eine der beliebtesten Sehenswürdigkeiten Deutschlands?,München,,,
1836,Gemischtes Hackfleisch besteht aus dem Fleisch von Rind und ...?,Schwein,,,
1837,"Welches Sinnesorgan steckt im Wort ""Ofenrohr""?",Ohr,,,
1838,Wie heißt das höchste Gebirge Griechenlands?,Olymp,,,
1839,In welcher barocken Musikgattung fliehen laut Namen die einzelnen Stimmen?,Fuge,,,
1840,"Wie heißt der Großvater, der im russischen Brauchtum mit Schneeflöckchen die Geschenke bringt?",Väterchen Frost,,,
1841,In welchem Jahrhundert begann der Architekt Antoni Gaudí mit dem Bau der Kirche Sagrada Família?,19. Jahrhundert,,,
1842,"Ein Kunstmärchen von E. T. A. Hoffmann heißt ""Klein Zaches, genannt ...""?",Zinnober,,,
1843,"Welcher Nürnberger ist berühmt für seine ""Meisterstiche"" genannten Druckgrafiken?",Albrecht Dürer,,,
1844,Welche Partei gewann im März 2021 die Landtagswahl in Rheinland-Pfalz?,SPD,,,
1845,Welcher Trainer gewann 2020 als erster Deutscher mit seinem Team die englische Premier League?,Jürgen Klopp,,,
1846,"Wie heißt der nicht sichtbare, unter Wasser liegende Teil eines Eisbergs?","Kiel, Eisbergkiel",,,
1847,Über welchen Räuberhauptmann schrieb Carl Zuckmayer ein Theaterstück?,"Schinderhannes, Johann(es) Bückler",,,
1848,Welchem Bundesland verdankt das Element Hassium seinen Namen?,Hessen,,,
1849,"Welcher Hut hat den Himmelskörper im Namen, vor dem er schützen soll?",Sonnenhut,,,
1850,"Wie viele Planeten unseres Sonnensystems bezeichnet man in der Astronomie als ""Eisriesen""?",2,,,
1851,Die Lipizzaner-Pferde haben ihren Namen von einer Stadt in welchem Land?,Slowenien,,,
1852,"Welches Land der Europäischen Union schreibt man mit dem Anfangsbuchstaben ""G""?",Griechenland,,,
1853,"""De bello Gallico"" heißt ein Bericht welches berühmten römischen Herrschers?","Julius Cäsar, Gaius Iulius Caesar",,,
1854,Mithilfe welches Werkzeugs spielen Max und Moritz Meister Böck einen Streich?,Säge,,,
1855,In welchem Land liegt der nördlichste Punkt der Europäischen Union?,Finnland,,,
1856,Um eine Schmetterlingsart mit auffallenden Flecken auf den Flügeln handelt es sich beim Pfauen-...?,Auge,,,
1857,In welchem Jahrzehnt starteten ARD und ZDF gemeinsam den Ereignis- und Dokukanal Phoenix?,1990er-Jahre,,,
1858,"Was bedeutet die Abkürzung ""a. D."" hinter dem Namen eines Offiziers?",Außer Dienst,,,
1859,Ein Klassiker in der Kuchentheke ist die Schwarzwälder Kirsch?,Torte,,,
1860,"Welches Sinnesorgan steckt im Wort ""Seifenlauge""?",Auge,,,
1861,Wie heißt der größte See in Kärnten?,Wörthersee,,,
1862,"Welches italienische Wort bezeichnet ein mehrsätziges, unterhaltsames Instrumentalstück der Klassik?",Divertimento,,,
1863,"Zu was erstarrt Lots Frau, als sie zurückschaut und Gottes vernichtenden Feuerregen erblickt?",Salzsäule,,,
1864,"In welchem Jahrhundert wurde das Weiße Haus in Washington, D.C. erstmals erbaut?",18. Jahrhundert,,,
1865,"Doris Lessing schrieb den Roman ""Das goldene ...""?",Notizbuch,,,
1866,Welcher flämische Künstler des 15. Jahrhunderts überwand in seinen naturalistischen Werken die mittelalterliche Kunst?,Jan van Eyck,,,
1867,Welche Partei gewann im März 2021 die Landtagswahl in Baden-Württemberg?,"Die Grünen, Bündnis 90/Die Grünen",,,
1868,Welcher Brite hat mehr Formel-1-Rennen gewonnen als irgendein anderer Fahrer?,Lewis Hamilton,,,
1869,Wie lautet der seemännische Begriff für rudern?,"Pullen, Skullen",,,
1870,"Wessen Bildnis findet Prinz Tamino in Mozarts ""Zauberflöte"" ""bezaubernd schön""?","Pamina, Prinzessin Pamina",,,
1871,Welches Element nehmen Metalle bei einer Oxidation auf?,Sauerstoff,,,
1872,Welcher gemütliche Mantel ist nach einer Tageszeit benannt und wird über dem Pyjama getragen?,Morgenmantel,,,
1873,"Wie viele Planeten unseres Sonnensystems bezeichnet man in der Astronomie als ""felsig""?",4,,,
1874,"Zu welchem Land gehört die Insel Nosy Hara, Heimat des kleinsten Chamäleons der Welt?",Madagaskar,,,
1875,"1993 wurde welcher Staat gegründet, nachdem er sich von der Slowakei gelöst hatte?","Tschechien, Tschechische Republik",,,
1876,Die alten Römer kopierten zu großen Teilen welche ältere Kultur?,"Griechisch, griechische Kultur, Hellenismus",,,
1877,"Was benutzen Max und Moritz, um die Hühner der Witwe Bolte zu stehlen?","Angel, (Angel-)Rute",,,
1878,Welches Land grenzt an Honduras und Costa Rica?,Nicaragua,,,
1879,"Zum ""Gartentier des Jahres 2020"" gewählt wurde im Sommer der stachelige ...?","Igel, Braunbrustigel",,,
1880,"In welchem Jahrzehnt wurde im ZDF erstmals die Satiresendung ""heute-show"" ausgestrahlt?","2000er-Jahre, 00er-Jahre",,,
1881,"Aus welcher Sprache stammt das Wort ""fiesta"" für ein großes Fest?",Spanisch,,,
1882,"Im April 2021 verließ welche Linda die ""Tagesschau""?",Zervakis,,,
1883,Welche Stadt wurde im 4. Jahrhundert vor Christus zur Hauptstadt Ägyptens?,Alexandria,,,
1884,Zwischen China und der Koreanischen Halbinsel liegt welches Randmeer?,Gelbes Meer,,,
1885,Was fließt im Bad aus der Mischbatterie?,Wasser,,,
1886,Welcher Dietmar geht als Spitzenkandidat der Partei Die Linke in die Bundestagswahl 2021?,Bartsch,,,
1887,Welches Fußballteam wurde 2021 erstmals seit 2017 wieder türkischer Meister?,"Besiktas, Besiktas JK",,,
1888,In der griechischen Mythologie ist wer die Geliebte des Zeus und Mutter des Perseus?,Danaë,,,
1889,"Wie lautet das im Geschäftsleben häufig benutzte Kurzwort für ""Telefonkonferenz""?",Telko,,,
1890,In welcher deutschen Stadt konnte man bis 1992 auf dem Flughafen Riem landen?,München,,,
1891,Welches Königshaus ging 1917 aus dem britischen Zweig des Hauses Sachsen-Coburg und Gotha hervor?,Windsor,,,
1892,"Welche Art der Gattung Homo heißt ""der aufgerichtete Mensch""?",Homo erectus,,,
1893,Vom Starnberger See aus sieht man welches Gebirge?,"Alpen, Ammergauer Alpen, Ammergebirge, Brandenberger Alpen",,,
1894,Welche Farbe haben die Samenhaare der allermeisten Baumwollpflanzen?,Weiß,,,
1895,Für sexuelle Toleranz steht welche sechsfarbige Fahne?,Regenbogenfahne,,,
1896,"In welchem Land wurde der mehrfache Weltrekordler und Olympiasieger Sir Mohamed ""Mo"" Farah geboren?",Somalia,,,
1897,"Welcher Bundesstaat der USA wird ""Aloha-Staat"" genannt?",Hawaii,,,
1898,Verschwenderische Menschen leben redensartlich auf großem ...?,"Fuß, Fuße",,,
1899,Wie heißt die ebenfalls schauspielende Schwester von Jake Gyllenhaal mit Vornamen?,"Maggie, Margolit ""Maggie"" Ruth",,,
1900,Welcher Karl wurde als einziger Bundestagspräsident auch Bundespräsident?,Carstens,,,
1901,Dank welches Schalls können sich Fledermäuse im Dunklen orientieren?,Ultraschall,,,
1902,In welcher Stadt steht auf der Piazza del Campidoglio ein Reiterstandbild des Kaisers Marc Aurel?,Rom,,,
1903,Welcher unbestimmte Artikel besteht aus vier Buchstaben?,Eine,,,
1904,"Welche Margot ist im Film ""Bombshell - Das Ende des Schweigens"" als Journalistin Kayla Pospisil zu sehen?","Robbie, Margot Robbie",,,
1905,In welchem deutschen Dialekt heißt Spaß auch Gaudi?,"Bayerisch, Fränkisch, Alemannisch, Schwäbisch",,,
1906,"1993 stand erstmals welche Gundula im ""Heute-Journal"" vor der Kamera?",Gause,,,
1907,Welche Großstadt in Oberägypten liegt heute an der Stelle der alten Residenz Theben?,Luxor,,,
1908,Aus der Luft kann man am Rand welcher Wüste die Nazca-Linien bewundern?,Atacama-Wüste,,,
1909,Ein Linearmotor wird mit welcher Energie angetrieben?,"Elektrizität, Elektrischer Strom",,,
1910,Welche Malu wurde 2021 bei der Landtagswahl in Rheinland-Pfalz als Ministerpräsidentin bestätigt?,"Dreyer, Marie-Luise Anna Dreyer",,,
1911,Welches Team der Premier League gewann 2021 erstmals in seiner Vereinsgeschichte den FA Cup?,"Leicester City, Leicester",,,
1912,In der griechischen Mythologie ist welche Königin von Sparta auch die Geliebte des Zeus?,Leda,,,
1913,"""Kommanditgesellschaft"" kürzt man mit welchen beiden Großbuchstaben ab?",KG,,,
1914,In welcher russischen Metropole befindet sich die Prachtstraße Newski-Prospekt?,Sankt Petersburg,,,
1915,Welcher englische Seefahrer erreichte 1770 als erster Europäer die Küste Ostaustraliens?,James Cook,,,
1916,Welche erdgeschichtliche Zeit endete vor rund elftausend Jahren?,"Eiszeit, Kaltzeit, Glazial",,,
1917,Der Vulkan Ätna liegt auf welcher Insel?,Sizilien,,,
1918,"Im Namen welcher ostfriesischen Insel versteckt sich die ""Wange""?",Wangerooge,,,
1919,Welche Kirche in Aachen zählt zum UNESCO-Weltkulturerbe?,Aachener Dom,,,
1920,Welcher Planet ist nur ein wenig größer als Neptun?,Uranus,,,
1921,"Welche Inka traf als erste Frau beim Torwandschießen des ""Aktuellen Sportstudios"" fünfmal?",Inka Grings,,,
1922,In Orlando gründete sich einst die Pop-Band Backstreet ...?,Boys,,,
1923,Welcher deutsche Bundeskanzler trat im selben Jahr wie Richard Nixon von seinem Amt zurück?,Willy Brandt,,,
1924,Ein Museum welches Comiczeichners kann man in Louvain-la-Neuve nahe Brüssel besuchen?,"Hergé, Georges Remi",,,
1925,"""James Bond 007  Die Welt ist nicht genug"" beginnt in welcher spanischen Stadt?",Bilbao,,,
1926,"Wie lautet der Oberbegriff zu Christentum, Islam und Buddhismus?","Religion(en), Weltreligionen, Weltanschauung",,,
1927,"Welches baltische Land schreibt man mit dem Anfangsbuchstaben ""E""?",Estland,,,
1928,Wie viele Nobelpreise wurden Marie Curie verliehen?,Zwei,,,
1929,Welcher Heinz stellte 1954 den 100-Meter-Weltrekord von Jesse Owens ein?,"Fütterer, Heinz Fütterer",,,
1930,Welche Farbe haben die traditionellen Briefkästen der Royal Mail in Großbritannien?,Rot,,,
1931,Als einer der Förderer der Chansonnette Juliette Gréco galt der Philosoph Jean-Paul ...?,Sartre,,,
1932,"Welcher Staat an der Adria wird auch ""Land der Adler"" genannt?",Albanien,,,
1933,In welchem Jahrhundert starb in Florenz mit Giotto di Bondone ein Wegbereiter der Renaissance?,14. Jahrhundert,,,
1934,Welche Vergiftung bezeichnet der Mediziner als Sepsis?,Blutvergiftung,,,
1935,"Wer hervorragend aufeinander eingespielt ist, versteht sich redensartlich ...?",blind,,,
1936,Welcher Wochentag ist seinem lateinischen Vorbild nach der Tag des Mars?,Dienstag,,,
1937,"Welches Bundesland hat als einziges ein ""Y"" im Namen?",Bayern,,,
1938,Was für ein Turm ist das höchste Gebäude auf der Insel Borkum?,Leuchtturm,,,
1939,Welcher Planet ist unser Schwesterplanet?,Venus,,,
1940,Welche Schweizerin war die erste Siegerin in der Geschichte des Eurovision Song Contest?,Lys Assia,,,
1941,"Der erste Top-Ten-Hit der Beach Boys war ""Surfin' ...""?","USA, Surfin' U.S.A.",,,
1942,Welcher König von Bayern wurde in einem Gutachten für geisteskrank erklärt und nach 22 Jahren Herrschaft abgesetzt?,Ludwig II.,,,
1943,In welcher Hauptstadt steht das weltweit größte Museum für altägyptische Kunst?,Kairo,,,
1944,In welcher Weltreligion glaubt man an einen dreieinigen Gott?,Christentum,,,
1945,Mit welchem Buchstaben beginnen die Namen von zwei der drei baltischen Staaten?,L,,,
1946,In welcher Kategorie gab es bislang nur sieben Nobelpreisträgerinnen?,Chemie,,,
1947,Welche Kölnerin gewann 1931 die French Open?,Cilly Aussem,,,
1948,Welche Farbe hat der Hintergrund der fünf olympischen Ringe?,Weiß,,,
1949,Die Genetik als Wissenschaft begann im Jahr 1865 mit einem Vortrag von Johann Gregor ...?,Mendel,,,
1950,Wie lautet der deutsche Name der Stadt Sibiu in Siebenbürgen?,Hermannstadt,,,
1951,In welchem Jahrhundert starb der Dichter Dante Alighieri?,14. Jahrhundert,,,
1952,In welcher Stadt tagt der Landtag von Schleswig-Holstein?,Kiel,,,
1953,In welchem Jahrzehnt verstarb Elvis Presley?,1970er-Jahre,,,
1954,Nach wem wurde der Gregorianische Kalender benannt?,"Papst (Gregor), Papst Gregor XIII.",,,
1955,Wie heißt in zahlreichen Lucky-Luke-Comics der größte und dümmste der Brüder Dalton?,Averell,,,
1956,Präsident der FIFA war von 1998 bis 2016 Sepp ...?,Blatter,,,
1957,Welcher spätere Herrscher Roms wurde vom Diktator Sulla am Eintritt in die Politik gehindert?,"Cäsar, Gaius Julius Cäsar",,,
1958,"Wer wurde durch seine Nebenrolle im Film ""Easy Rider"" zum Star?",Jack Nicholson,,,
1959,"Welche Moderatorin begrüßte 1998 erstmals Talkgäste in der Sendung ""Riverboat""?",Kim Fisher,,,
1960,Wie wird der hinterste Teil des Fußes genannt?,"Ferse, Hacke, Hacken",,,
1961,Die beiden Comic-Hauptstädte Europas liegen in Belgien und welchem anderen Land?,Frankreich,,,
1962,Welcher Präsident brachte seinen Labrador Koney zu einem Gespräch mit Angela Merkel mit?,"Wladimir Putin, Russischer Präsident",,,
1963,"Was bedeutet das aus dem Griechischen stammende Wort ""Synode""?","Versammlung, Treffen, gemeinsamer Weg, Zusammenkunft",,,
1964,In welcher Wirtschaft kommt ein Pflug zum Einsatz?,Landwirtschaft,,,
1965,Welche grüne Frucht zerdrückt man bei der Zubereitung einer Caipirinha in Zucker?,Limette,,,
1966,"""Limerick"" heißt eine Gedichtform und auch eine Stadt in welchem Land Europas?",Irland,,,
1967,"Die mit Tränen säen, ernten laut Bibel mit ...?","Freuden, Jubel",,,
1968,"1964 veröffentlichten die Beatles ihr Album ""A Hard Day's ...""?",Night,,,
1969,Welches festliche Kleid hat eine Tageszeit im Namen?,Abendkleid,,,
1970,In welchem Mittelgebirge liegt die Deutsche Uhrenstraße?,Schwarzwald,,,
1971,Beim Poolbillard hat die Kugel mit der 2 welche Farbe?,Blau,,,
1972,"Welche Maus ist die Hauptfigur im Zeichentrick-Klassiker ""Fantasia""?",Micky Maus,,,
1973,"Der Nominativ Plural von ""Haarband"" lautet ...?",Haarbänder,,,
1974,Welche kanadische Stadt heißt übersetzt Königsberg?,Montreal,,,
1975,Welches Bundesland besteht aus genau zwei Städten?,Bremen,,,
1976,Welches war das aktivste Jahrzehnt der Beatles?,1960er-Jahre,,,
1977,Nach wem wurde der Julianische Kalender benannt?,Julius Cäsar,,,
1978,Hexe Gundel Gaukeley bewohnt eine kleine Holzhütte in der Nähe welches Vulkans?,Vesuv,,,
1979,Wer gewann als erster Deutscher das Herreneinzelturnier von Wimbledon?,Boris Becker,,,
1980,Welcher Kaiser verfügte 1806 eine Wirtschaftsblockade über das Vereinigte Königreich und dessen Kolonien?,"Napoleon, Napoleon Bonaparte, Kaiser Napoleon I.",,,
1981,"Wer spielte die männliche Hauptrolle im Film ""Der Pferdeflüsterer""?",Robert Redford,,,
1982,Welchen Late-Night-Talker unterstützte jahrelang die Helmut-Zerlett-Band?,Harald Schmidt,,,
1983,Wobei durchleben wir täglich mehrere REM-Phasen?,"Schlafen, Tiefschlaf",,,
1984,Welche Kreuzworträtsel sind nach einem skandinavischen Land benannt?,Schwedenrätsel,,,
1985,Welcher Staatspräsident ist das Herrchen des Labrador-Griffon-Mischlings Nemo?,"Emmanuel Macron, (aktueller) französischer Staatspräsident",,,
1986,Wie lautet das Fremdwort für die Uneigennützigkeit?,Altruismus,,,
1987,Welcher Grill befindet sich ganz vorne am Auto?,"Kühlergrill, Frontgrill",,,
1988,Aus welchem Getreidemehl werden traditionell Wiener Kaisersemmeln hergestellt?,Weizen(mehl),,,
1989,Welche Figur sorgt auch im Kasperletheater für Recht und Ordnung?,Wachtmeister,,,
1990,Wie heißt der größte Gesteinsplanet in unserem Sonnensystem?,Erde,,,
1991,Welcher Freund begleitet den Hobbit Frodo bis zum Schicksalsberg?,"Sam, Samweis Gamdschie",,,
1992,Welche Band löste sich 1980 nach dem Tod ihres Schlagzeugers John Henry Bonham auf?,Led Zeppelin,,,
1993,"Die Länge welcher Mauer beträgt offiziell 21.196,18 Kilometer?","Chinesische Mauer, Große Mauer",,,
1994,Die Staatsbürgerschaft welches Landes nahm Thomas Mann im Juni 1944 an?,"USA, Vereinigte Staaten von Amerika",,,
1995,In welchem Jahrhundert wurde der Union Jack die gemeinsame Nationalflagge Englands und Schottlands?,"17. Jahrhundert , (1606)",,,
1996,Wer ist in der Bibel der Zwillingsbruder von Jakob und Sohn von Isaak und Rebekka?,Esau Edom,,,
1997,"Zu welchem Körperteil gehören Schienbein, Knie und Oberschenkel?","Bein, Untere Extremität",,,
1998,Welche fränkische Stadt ist für ihre kleinen Bratwürste berühmt?,Nürnberg,,,
1999,"Hilft man jemandem in Not, holt man für ihn welche Nussfrüchte aus dem Feuer?",Kastanien,,,
2000,In welcher Stadt wurde der Rokoko-Maler Canaletto geboren?,Venedig,,,
2001,Mithilfe welches Sterns kann man tagsüber die Himmelsrichtung bestimmen?,Sonne,,,
2002,Welche Frachtschiffe transportieren tausende metallene Behälter?,Containerschiffe,,,
2003,Aus welchem Land stammte der Filmkomponist Henry Mancini?,"USA, Vereinigte Staaten von Amerika",,,
2004,Wie lautet der lateinische Name von Schwefel?,"Sulfur, Sulpur, Sulphuris",,,
2005,In welchem Jahrhundert fanden die ersten Olympischen Spiele der Neuzeit statt?,19. Jahrhundert,,,
2006,In welcher Großstadt steht Deutschlands höchster Wolkenkratzer?,Frankfurt am Main,,,
2007,"Wie nennt man eine kurze romantische Liebesbeziehung und auch ein nicht alltägliches, spannendes Unternehmen?",Abenteuer,,,
2008,Wie heißt die Insektenkunde ganz wissenschaftlich?,Entomologie,,,
2009,Welche kleine rote Frucht ist die zweitwichtigste Obstkultur in Deutschland?,Erdbeere,,,
2010,Zum wievielten Mal heiratete Sebastian Vettel im Jahr 2019?,1.,,,
2011,Der Viktoriasee ist der größte See welches Kontinents?,Afrika,,,
2012,Welcher Widersacher Gottes gehört zum Ensemble des Kasperletheaters?,Teufel,,,
2013,Wie heißt der größte Gasplanet?,Jupiter,,,
2014,Welcher Lokomotivführer begegnet dem Scheinriesen Herrn Tur Tur?,Lukas,,,
2015,Welche weltberühmte 60er-Jahre-Band begann unter dem Namen The Quarrymen?,The Beatles,,,
2016,"Auf welchem Schloss wurde Prinz Philip, Ehemann von Queen Elizabeth, bestattet?","Windsor, Schloss Windsor, Windsor Castle",,,
2017,Aus welchem Land kommt der Bestseller-Autor Paul Auster?,"USA, Vereinigte Staaten von Amerika",,,
2018,In welchem Jahrhundert erlangte Argentinien seine Unabhängigkeit?,19. Jahrhundert,,,
2019,Wer ist der nordische Gott des Feuers und Blutsbruder von Odin?,Loki,,,
2020,Welche besonders bei Hellhäutigen zahlreich auftretenden Hautflecken verblassen im Winter?,"Sommersprossen, Epheliden",,,
2021,Welche deutsche Metropole ist für ihre Grüne Soße bekannt?,Frankfurt (am Main),,,
2022,"Macht man sich lächerlich, dann redensartlich zu welchem Primaten?",Affe(n),,,
2023,In welcher ostdeutschen Stadt wurde der Maler Max Beckmann geboren?,Leipzig,,,
